StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_1,Q2.2_1,Q2.3_1,Q2.4_1,Q2.5_1,Q2.6_1,Q2.7_1,Q2.8_1,Q2.9_1,Q2.10_1,Q3.2_1,Q3.1_1,Q3.3_1,Q3.4_1,Q3.5_1,Q3.6_1,Q3.7_1,Q3.8_1,Q3.9_1,Q3.10_1,Q4.2_1,Q4.1_1,Q4.3_1,Q4.4_1,Q4.5_1,Q4.6_1,Q4.7_1,Q4.8_1,Q4.9_1,Q4.10_1,Q5.2_1,Q5.1_1,Q5.3_1,Q5.4_1,Q5.5_1,Q5.6_1,Q5.7_1,Q5.8_1,Q5.9_1,Q5.10_1,Q6.2_1,Q6.1_1,Q6.3_1,Q6.4_1,Q6.5_1,Q6.6_1,Q6.7_1,Q6.8_1,Q6.9_1,Q6.10_1,Q7.2_1,Q7.1_1,Q7.3_1,Q7.4_1,Q7.5_1,Q7.6_1,Q7.7_1,Q7.8_1,Q7.9_1,Q7.10_1,Q8.2_1,Q8.1_1,Q8.3_1,Q8.4_1,Q8.5_1,Q8.6_1,Q8.7_1,Q8.8_1,Q8.9_1,Q8.10_1,Q9.2_1,Q9.1_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6_1,Q9.7_1,Q9.8_1,Q9.9_1,Q9.10_1,Q10.2_1,Q10.1_1,Q10.3_1,Q10.4_1,Q10.5_1,Q10.6_1,Q10.7_1,Q10.8_1,Q10.9_1,Q10.10_1,Q472,Q332,Q333,Q334,Q335,Q336,Q337,Q338,Q339,Q340,Q492,Q493,Q494,Q495,Q496,Q497,Q498,Q499,Q500,Q501,Q502,Q503,Q504,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q524,Q525,Q526,Q527,Q528,Q529,Q530,Q531,Q532,Q533,Q534,Q535,Q536,Q537,Q538,Q539,Q540,Q541,Q542,Q543,Q544,Q545,Q546,Q547,Q548,Q549,Q550,Q551,Q552,Q553,Q554,Q555,Q556,Q557,Q558,Q559,Q560,Q561,Q562,Q563,Q564,Q565,Q566,Q567,Q568,Q569,Q570,Q571,Q11.1,Q11.2,Q11.3,MTurkCode
11/28/2018 10:20,11/28/2018 10:21,IP Address,67.175.243.58,100,25,TRUE,11/28/2018 10:21,R_3dYcCEYsspBaypZ,,,,,41.92089844,-87.70429993,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,70,58,28,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,Bachelor's degree in college (4-year),Male,6850745361
11/28/2018 10:20,11/28/2018 10:21,IP Address,71.188.94.178,100,47,TRUE,11/28/2018 10:21,R_1DvSlqIXqeiTp2i,,,,,40.25100708,-74.76270294,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,Bachelor's degree in college (4-year),Male,6448029088
11/28/2018 10:20,11/28/2018 10:21,IP Address,71.245.252.57,100,46,TRUE,11/28/2018 10:21,R_29ij8h7QKnyqmbb,,,,,40.82470703,-73.89399719,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,High school graduate (high school diploma or equivalent including GED),Male,8490823977
11/28/2018 10:20,11/28/2018 10:21,IP Address,172.125.123.24,100,33,TRUE,11/28/2018 10:21,R_2c8CXeaFWRggTvX,,,,,30.29330444,-81.50920105,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Bachelor's degree in college (4-year),Male,5844167326
11/28/2018 10:20,11/28/2018 10:21,IP Address,216.243.2.206,100,18,TRUE,11/28/2018 10:21,R_10PEPfDfp06HrvK,,,,,47.38800049,-122.1931992,anonymous,EN,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,Bachelor's degree in college (4-year),Prefer not to specify,6522461008
11/28/2018 10:20,11/28/2018 10:21,IP Address,50.84.114.170,100,41,TRUE,11/28/2018 10:21,R_3nGU6IkS9mrqMZM,,,,,32.85650635,-96.59989929,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,60,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,Some college but no degree,Female,3980185771
11/28/2018 10:20,11/28/2018 10:21,IP Address,67.183.9.80,100,25,TRUE,11/28/2018 10:21,R_1gnLtrANspsvVM7,,,,,48.0171051,-122.0671997,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,Bachelor's degree in college (4-year),Male,8022707677
11/28/2018 10:20,11/28/2018 10:21,IP Address,71.211.179.159,100,45,TRUE,11/28/2018 10:21,R_3Lhc4ldapmJWxr4,,,,,39.75840759,-104.9177017,anonymous,EN,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,Some college but no degree,Male,2008326174
11/28/2018 10:20,11/28/2018 10:21,IP Address,67.49.60.107,100,42,TRUE,11/28/2018 10:21,R_wQWD6nPHoXtOmjf,,,,,34.15589905,-116.4313049,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,Some college but no degree,Female,107477423
11/28/2018 10:20,11/28/2018 10:21,IP Address,68.114.108.125,100,28,TRUE,11/28/2018 10:21,R_3EtXJ3kTJasfMqV,,,,,30.27839661,-89.77120209,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,,,63,12,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,High school graduate (high school diploma or equivalent including GED),Male,9919188576
11/28/2018 10:20,11/28/2018 10:21,IP Address,73.10.76.195,100,48,TRUE,11/28/2018 10:21,R_3Jmf48W8eVizn6V,,,,,39.7901001,-75.03669739,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,High school graduate (high school diploma or equivalent including GED),Female,4121470460
11/28/2018 10:20,11/28/2018 10:21,IP Address,24.46.16.221,100,44,TRUE,11/28/2018 10:21,R_22XL6Vd6RZyEd0n,,,,,40.45869446,-74.30500031,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,Bachelor's degree in college (4-year),Male,4283813093
11/28/2018 10:20,11/28/2018 10:21,IP Address,5.62.47.45,100,44,TRUE,11/28/2018 10:21,R_3240HUuEtm3YnV3,,,,,47.54269409,-122.5870972,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,Doctoral degree,Male,7732671508
11/28/2018 10:20,11/28/2018 10:21,IP Address,108.50.211.110,100,36,TRUE,11/28/2018 10:21,R_2uBDBQF2kmEB1KA,,,,,40.88819885,-74.0503006,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Bachelor's degree in college (4-year),Male,8311961349
11/28/2018 10:20,11/28/2018 10:21,IP Address,67.160.207.85,100,50,TRUE,11/28/2018 10:21,R_3Jz1f61ABJuSBxv,,,,,37.43519592,-121.8950043,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Master's degree,Female,8866656981
11/28/2018 10:20,11/28/2018 10:21,IP Address,205.201.255.5,100,48,TRUE,11/28/2018 10:21,R_2rjOI7PvCumolmX,,,,,38.90240479,-76.99009705,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,21,,,,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Some college but no degree,Male,7059662374
11/28/2018 10:20,11/28/2018 10:21,IP Address,64.185.111.6,100,43,TRUE,11/28/2018 10:21,R_UDyDcZH6R6klCb7,,,,,45.94859314,-118.3912048,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Bachelor's degree in college (4-year),Male,7047584275
11/28/2018 10:20,11/28/2018 10:21,IP Address,75.12.93.25,100,59,TRUE,11/28/2018 10:21,R_2Qik3cebL59Vq4Z,,,,,42.96589661,-85.65270233,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Bachelor's degree in college (4-year),Male,1016028053
11/28/2018 10:20,11/28/2018 10:21,IP Address,40.139.94.147,100,27,TRUE,11/28/2018 10:21,R_3dKe6yHh2YVxVuf,,,,,42.28089905,-85.68630219,anonymous,EN,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Bachelor's degree in college (4-year),Male,9095931015
11/28/2018 10:20,11/28/2018 10:21,IP Address,98.177.189.105,100,39,TRUE,11/28/2018 10:21,R_30dfAYst4ERTXQn,,,,,33.88510132,-111.9348984,anonymous,EN,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,Associate degree in college (2-year),Male,9189646155
11/28/2018 10:20,11/28/2018 10:21,IP Address,71.167.163.248,100,42,TRUE,11/28/2018 10:21,R_3kB77MExzqkP8tm,,,,,40.72770691,-73.74890137,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Bachelor's degree in college (4-year),Male,9804821573
11/28/2018 10:20,11/28/2018 10:21,IP Address,172.58.22.166,100,68,TRUE,11/28/2018 10:21,R_2VQEufNDzOfTHY5,,,,,34.07659912,-118.2646027,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,5,,,6,3,,,,,,,,,,,,1988,Some college but no degree,Female,6309185912
11/28/2018 10:20,11/28/2018 10:21,IP Address,173.71.86.86,100,78,TRUE,11/28/2018 10:21,R_2P5zSXV03YbzQpC,,,,,40.14309692,-74.70320129,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,6,7,6,7,5,2,8,1985,Some college but no degree,Male,2791262441
11/28/2018 10:20,11/28/2018 10:21,IP Address,50.76.197.113,100,46,TRUE,11/28/2018 10:21,R_z8Pwsue4IJ5QS1X,,,,,32.93519592,-80.03250122,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,Bachelor's degree in college (4-year),Female,468386183
11/28/2018 10:20,11/28/2018 10:21,IP Address,108.200.221.90,100,45,TRUE,11/28/2018 10:21,R_3V0NVZ6wtX5gNNf,,,,,28.20610046,-80.68499756,anonymous,EN,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Bachelor's degree in college (4-year),Male,4561568293
11/28/2018 10:20,11/28/2018 10:21,IP Address,107.77.223.36,100,55,TRUE,11/28/2018 10:21,R_Tip1HqrseSoLCVP,,,,,40.67619324,-73.87359619,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Bachelor's degree in college (4-year),Male,177792105
11/28/2018 10:20,11/28/2018 10:21,IP Address,131.212.250.79,100,47,TRUE,11/28/2018 10:21,R_3npgreMmtHkMdBa,,,,,44.97790527,-93.21990204,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,40,,,,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,Master's degree,Female,3795052655
11/28/2018 10:20,11/28/2018 10:21,IP Address,108.31.246.175,100,43,TRUE,11/28/2018 10:21,R_1E0whqkvP7vkenM,,,,,38.62939453,-76.97689819,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,10,9,4,,,,,,,,,,,1993,Bachelor's degree in college (4-year),Male,8481609406
